DATE,NFCICREDIT
1971-01-08,-1.90407
1971-01-15,-1.90886
1971-01-22,-1.91133
1971-01-29,-1.91241
1971-02-05,-1.91255
1971-02-12,-1.91254
1971-02-19,-1.91328
1971-02-26,-1.91566
1971-03-05,-1.92049
1971-03-12,-1.92849
1971-03-19,-1.94016
1971-03-26,-1.95574
1971-04-02,-1.97515
1971-04-09,-1.99821
1971-04-16,-2.02432
1971-04-23,-2.05238
1971-04-30,-2.08170
1971-05-07,-2.11102
1971-05-14,-2.13928
1971-05-21,-2.16536
1971-05-28,-2.18818
1971-06-04,-2.20677
1971-06-11,-2.22028
1971-06-18,-2.22778
1971-06-25,-2.22844
1971-07-02,-2.22168
1971-07-09,-2.20695
1971-07-16,-2.18401
1971-07-23,-2.15289
1971-07-30,-2.11396
1971-08-06,-2.06782
1971-08-13,-2.01554
1971-08-20,-1.95841
1971-08-27,-1.89812
1971-09-03,-1.83627
1971-09-10,-1.77459
1971-09-17,-1.71472
1971-09-24,-1.65816
1971-10-01,-1.60619
1971-10-08,-1.55997
1971-10-15,-1.52054
1971-10-22,-1.48850
1971-10-29,-1.46457
1971-11-05,-1.44911
1971-11-12,-1.44238
1971-11-19,-1.44430
1971-11-26,-1.45465
1971-12-03,-1.47288
1971-12-10,-1.49832
1971-12-17,-1.53006
1971-12-24,-1.56706
1971-12-31,-1.60815
1972-01-07,-1.65219
1972-01-14,-1.69809
1972-01-21,-1.74440
1972-01-28,-1.79050
1972-02-04,-1.83543
1972-02-11,-1.87848
1972-02-18,-1.91908
1972-02-25,-1.95679
1972-03-03,-1.99124
1972-03-10,-2.02218
1972-03-17,-2.04942
1972-03-24,-2.07281
1972-03-31,-2.09235
1972-04-07,-2.10810
1972-04-14,-2.12027
1972-04-21,-2.12919
1972-04-28,-2.13544
1972-05-05,-2.13958
1972-05-12,-2.14231
1972-05-19,-2.14435
1972-05-26,-2.14643
1972-06-02,-2.14924
1972-06-09,-2.15337
1972-06-16,-2.15933
1972-06-23,-2.16755
1972-06-30,-2.17836
1972-07-07,-2.19197
1972-07-14,-2.20842
1972-07-21,-2.22776
1972-07-28,-2.24965
1972-08-04,-2.27366
1972-08-11,-2.29916
1972-08-18,-2.32543
1972-08-25,-2.35159
1972-09-01,-2.37677
1972-09-08,-2.40011
1972-09-15,-2.42088
1972-09-22,-2.43860
1972-09-29,-2.45299
1972-10-06,-2.46409
1972-10-13,-2.47205
1972-10-20,-2.47744
1972-10-27,-2.48063
1972-11-03,-2.48211
1972-11-10,-2.48259
1972-11-17,-2.48235
1972-11-24,-2.48185
1972-12-01,-2.48138
1972-12-08,-2.48126
1972-12-15,-2.48176
1972-12-22,-2.48316
1972-12-29,-2.48573
1973-01-05,-2.48976
1973-01-12,-2.49521
1973-01-19,-2.50241
1973-01-26,-2.51084
1973-02-02,-2.52000
1973-02-09,-2.52958
1973-02-16,-2.53844
1973-02-23,-2.54588
1973-03-02,-2.55110
1973-03-09,-2.55348
1973-03-16,-2.55256
1973-03-23,-2.54812
1973-03-30,-2.54010
1973-04-06,-2.52859
1973-04-13,-2.51344
1973-04-20,-2.49494
1973-04-27,-2.47244
1973-05-04,-2.44525
1973-05-11,-2.41299
1973-05-18,-2.37420
1973-05-25,-2.32808
1973-06-01,-2.27374
1973-06-08,-2.21059
1973-06-15,-2.13841
1973-06-22,-2.05740
1973-06-29,-1.96808
1973-07-06,-1.87119
1973-07-13,-1.76756
1973-07-20,-1.65863
1973-07-27,-1.54485
1973-08-03,-1.42697
1973-08-10,-1.30641
1973-08-17,-1.18326
1973-08-24,-1.05882
1973-08-31,-0.93433
1973-09-07,-0.81139
1973-09-14,-0.69200
1973-09-21,-0.57832
1973-09-28,-0.47263
1973-10-05,-0.37707
1973-10-12,-0.29362
1973-10-19,-0.22357
1973-10-26,-0.16750
1973-11-02,-0.12536
1973-11-09,-0.09668
1973-11-16,-0.07991
1973-11-23,-0.07385
1973-11-30,-0.07692
1973-12-07,-0.08774
1973-12-14,-0.10505
1973-12-21,-0.12789
1973-12-28,-0.15543
1974-01-04,-0.18694
1974-01-11,-0.22171
1974-01-18,-0.25888
1974-01-25,-0.29740
1974-02-01,-0.33583
1974-02-08,-0.37276
1974-02-15,-0.40628
1974-02-22,-0.43487
1974-03-01,-0.45695
1974-03-08,-0.47140
1974-03-15,-0.47742
1974-03-22,-0.47474
1974-03-29,-0.46351
1974-04-05,-0.44417
1974-04-12,-0.41724
1974-04-19,-0.38397
1974-04-26,-0.34451
1974-05-03,-0.29918
1974-05-10,-0.24875
1974-05-17,-0.19281
1974-05-24,-0.13174
1974-05-31,-0.06585
1974-06-07,0.00411
1974-06-14,0.07714
1974-06-21,0.15175
1974-06-28,0.22635
1974-07-05,0.29935
1974-07-12,0.36929
1974-07-19,0.43463
1974-07-26,0.49562
1974-08-02,0.55236
1974-08-09,0.60512
1974-08-16,0.65563
1974-08-23,0.70452
1974-08-30,0.75240
1974-09-06,0.79924
1974-09-13,0.84426
1974-09-20,0.88600
1974-09-27,0.92255
1974-10-04,0.95177
1974-10-11,0.97146
1974-10-18,0.97976
1974-10-25,0.97595
1974-11-01,0.95953
1974-11-08,0.93069
1974-11-15,0.89054
1974-11-22,0.83979
1974-11-29,0.77935
1974-12-06,0.70989
1974-12-13,0.63182
1974-12-20,0.54509
1974-12-27,0.44957
1975-01-03,0.34515
1975-01-10,0.23162
1975-01-17,0.10932
1975-01-24,-0.02105
1975-01-31,-0.15837
1975-02-07,-0.30102
1975-02-14,-0.44717
1975-02-21,-0.59485
1975-02-28,-0.74200
1975-03-07,-0.88660
1975-03-14,-1.02688
1975-03-21,-1.16131
1975-03-28,-1.28865
1975-04-04,-1.40787
1975-04-11,-1.51853
1975-04-18,-1.62003
1975-04-25,-1.71235
1975-05-02,-1.79524
1975-05-09,-1.86906
1975-05-16,-1.93371
1975-05-23,-1.98962
1975-05-30,-2.03730
1975-06-06,-2.07742
1975-06-13,-2.11091
1975-06-20,-2.13886
1975-06-27,-2.16231
1975-07-04,-2.18211
1975-07-11,-2.19916
1975-07-18,-2.21376
1975-07-25,-2.22603
1975-08-01,-2.23538
1975-08-08,-2.24157
1975-08-15,-2.24318
1975-08-22,-2.23967
1975-08-29,-2.23053
1975-09-05,-2.21583
1975-09-12,-2.19622
1975-09-19,-2.17290
1975-09-26,-2.14751
1975-10-03,-2.12199
1975-10-10,-2.09847
1975-10-17,-2.07860
1975-10-24,-2.06360
1975-10-31,-2.05393
1975-11-07,-2.04973
1975-11-14,-2.04983
1975-11-21,-2.05343
1975-11-28,-2.05930
1975-12-05,-2.06658
1975-12-12,-2.07467
1975-12-19,-2.08338
1975-12-26,-2.09297
1976-01-02,-2.10395
1976-01-09,-2.11684
1976-01-16,-2.13215
1976-01-23,-2.14993
1976-01-30,-2.16998
1976-02-06,-2.19167
1976-02-13,-2.21405
1976-02-20,-2.23610
1976-02-27,-2.25680
1976-03-05,-2.27535
1976-03-12,-2.29113
1976-03-19,-2.30394
1976-03-26,-2.31379
1976-04-02,-2.32097
1976-04-09,-2.32571
1976-04-16,-2.32844
1976-04-23,-2.32907
1976-04-30,-2.32765
1976-05-07,-2.32372
1976-05-14,-2.31679
1976-05-21,-2.30609
1976-05-28,-2.29107
1976-06-04,-2.27126
1976-06-11,-2.24642
1976-06-18,-2.21660
1976-06-25,-2.18203
1976-07-02,-2.14320
1976-07-09,-2.10058
1976-07-16,-2.05490
1976-07-23,-2.00662
1976-07-30,-1.95632
1976-08-06,-1.90446
1976-08-13,-1.85150
1976-08-20,-1.79777
1976-08-27,-1.74374
1976-09-03,-1.68992
1976-09-10,-1.63684
1976-09-17,-1.58506
1976-09-24,-1.53520
1976-10-01,-1.48785
1976-10-08,-1.44346
1976-10-15,-1.40268
1976-10-22,-1.36578
1976-10-29,-1.33326
1976-11-05,-1.30553
1976-11-12,-1.28284
1976-11-19,-1.26581
1976-11-26,-1.25492
1976-12-03,-1.25061
1976-12-10,-1.25315
1976-12-17,-1.26252
1976-12-24,-1.27827
1976-12-31,-1.29960
1977-01-07,-1.32535
1977-01-14,-1.35402
1977-01-21,-1.38378
1977-01-28,-1.41316
1977-02-04,-1.44060
1977-02-11,-1.46470
1977-02-18,-1.48462
1977-02-25,-1.49956
1977-03-04,-1.50901
1977-03-11,-1.51270
1977-03-18,-1.51047
1977-03-25,-1.50228
1977-04-01,-1.48811
1977-04-08,-1.46801
1977-04-15,-1.44207
1977-04-22,-1.41044
1977-04-29,-1.37362
1977-05-06,-1.33212
1977-05-13,-1.28663
1977-05-20,-1.23826
1977-05-27,-1.18812
1977-06-03,-1.13747
1977-06-10,-1.08758
1977-06-17,-1.03967
1977-06-24,-0.99480
1977-07-01,-0.95382
1977-07-08,-0.91733
1977-07-15,-0.88559
1977-07-22,-0.85873
1977-07-29,-0.83653
1977-08-05,-0.81862
1977-08-12,-0.80449
1977-08-19,-0.79366
1977-08-26,-0.78549
1977-09-02,-0.77940
1977-09-09,-0.77478
1977-09-16,-0.77098
1977-09-23,-0.76732
1977-09-30,-0.76318
1977-10-07,-0.75782
1977-10-14,-0.75060
1977-10-21,-0.74082
1977-10-28,-0.72776
1977-11-04,-0.71063
1977-11-11,-0.68889
1977-11-18,-0.66183
1977-11-25,-0.62894
1977-12-02,-0.58990
1977-12-09,-0.54456
1977-12-16,-0.49310
1977-12-23,-0.43605
1977-12-30,-0.37436
1978-01-06,-0.30922
1978-01-13,-0.24239
1978-01-20,-0.17548
1978-01-27,-0.11022
1978-02-03,-0.04802
1978-02-10,0.00957
1978-02-17,0.06204
1978-02-24,0.10914
1978-03-03,0.15100
1978-03-10,0.18837
1978-03-17,0.22192
1978-03-24,0.25232
1978-03-31,0.28012
1978-04-07,0.30577
1978-04-14,0.32931
1978-04-21,0.35082
1978-04-28,0.37007
1978-05-05,0.38713
1978-05-12,0.40183
1978-05-19,0.41464
1978-05-26,0.42596
1978-06-02,0.43645
1978-06-09,0.44685
1978-06-16,0.45789
1978-06-23,0.47013
1978-06-30,0.48391
1978-07-07,0.49934
1978-07-14,0.51612
1978-07-21,0.53384
1978-07-28,0.55193
1978-08-04,0.57006
1978-08-11,0.58748
1978-08-18,0.60432
1978-08-25,0.62058
1978-09-01,0.63649
1978-09-08,0.65242
1978-09-15,0.66888
1978-09-22,0.68611
1978-09-29,0.70431
1978-10-06,0.72350
1978-10-13,0.74342
1978-10-20,0.76357
1978-10-27,0.78374
1978-11-03,0.80371
1978-11-10,0.82278
1978-11-17,0.84130
1978-11-24,0.85901
1978-12-01,0.87596
1978-12-08,0.89219
1978-12-15,0.90767
1978-12-22,0.92226
1978-12-29,0.93579
1979-01-05,0.94798
1979-01-12,0.95840
1979-01-19,0.96682
1979-01-26,0.97318
1979-02-02,0.97775
1979-02-09,0.98040
1979-02-16,0.98236
1979-02-23,0.98418
1979-03-02,0.98672
1979-03-09,0.99067
1979-03-16,0.99670
1979-03-23,1.00523
1979-03-30,1.01658
1979-04-06,1.03100
1979-04-13,1.04865
1979-04-20,1.06975
1979-04-27,1.09459
1979-05-04,1.12339
1979-05-11,1.15604
1979-05-18,1.19273
1979-05-25,1.23270
1979-06-01,1.27504
1979-06-08,1.31851
1979-06-15,1.36159
1979-06-22,1.40285
1979-06-29,1.44115
1979-07-06,1.47565
1979-07-13,1.50615
1979-07-20,1.53301
1979-07-27,1.55718
1979-08-03,1.58000
1979-08-10,1.60295
1979-08-17,1.62748
1979-08-24,1.65441
1979-08-31,1.68439
1979-09-07,1.71740
1979-09-14,1.75285
1979-09-21,1.78998
1979-09-28,1.82787
1979-10-05,1.86551
1979-10-12,1.90239
1979-10-19,1.93728
1979-10-26,1.97009
1979-11-02,2.00073
1979-11-09,2.02774
1979-11-16,2.05165
1979-11-23,2.07205
1979-11-30,2.08911
1979-12-07,2.10276
1979-12-14,2.11377
1979-12-21,2.12309
1979-12-28,2.13225
1980-01-04,2.14335
1980-01-11,2.15981
1980-01-18,2.18415
1980-01-25,2.22066
1980-02-01,2.27267
1980-02-08,2.34256
1980-02-15,2.43277
1980-02-22,2.54307
1980-02-29,2.67190
1980-03-07,2.81517
1980-03-14,2.96711
1980-03-21,3.11977
1980-03-28,3.26509
1980-04-04,3.39466
1980-04-11,3.50078
1980-04-18,3.57595
1980-04-25,3.61606
1980-05-02,3.61766
1980-05-09,3.58027
1980-05-16,3.50508
1980-05-23,3.39535
1980-05-30,3.25590
1980-06-06,3.09262
1980-06-13,2.91236
1980-06-20,2.72229
1980-06-27,2.53004
1980-07-04,2.34259
1980-07-11,2.16695
1980-07-18,2.00902
1980-07-25,1.87242
1980-08-01,1.75967
1980-08-08,1.67297
1980-08-15,1.61105
1980-08-22,1.57314
1980-08-29,1.55745
1980-09-05,1.56184
1980-09-12,1.58371
1980-09-19,1.62072
1980-09-26,1.67064
1980-10-03,1.73123
1980-10-10,1.80073
1980-10-17,1.87683
1980-10-24,1.95793
1980-10-31,2.04254
1980-11-07,2.12892
1980-11-14,2.21578
1980-11-21,2.30199
1980-11-28,2.38631
1980-12-05,2.46756
1980-12-12,2.54477
1980-12-19,2.61661
1980-12-26,2.68190
1981-01-02,2.73888
1981-01-09,2.78656
1981-01-16,2.82339
1981-01-23,2.84851
1981-01-30,2.86141
1981-02-06,2.86189
1981-02-13,2.85009
1981-02-20,2.82767
1981-02-27,2.79612
1981-03-06,2.75794
1981-03-13,2.71632
1981-03-20,2.67461
1981-03-27,2.63639
1981-04-03,2.60497
1981-04-10,2.58370
1981-04-17,2.57396
1981-04-24,2.57628
1981-05-01,2.58965
1981-05-08,2.61149
1981-05-15,2.63871
1981-05-22,2.66769
1981-05-29,2.69514
1981-06-05,2.71854
1981-06-12,2.73652
1981-06-19,2.74909
1981-06-26,2.75746
1981-07-03,2.76348
1981-07-10,2.77034
1981-07-17,2.77987
1981-07-24,2.79374
1981-07-31,2.81298
1981-08-07,2.83712
1981-08-14,2.86592
1981-08-21,2.89841
1981-08-28,2.93401
1981-09-04,2.97206
1981-09-11,3.01263
1981-09-18,3.05523
1981-09-25,3.09948
1981-10-02,3.14459
1981-10-09,3.18980
1981-10-16,3.23255
1981-10-23,3.27106
1981-10-30,3.30247
1981-11-06,3.32448
1981-11-13,3.33497
1981-11-20,3.33303
1981-11-27,3.31935
1981-12-04,3.29570
1981-12-11,3.26557
1981-12-18,3.23236
1981-12-25,3.19978
1982-01-01,3.17102
1982-01-08,3.14839
1982-01-15,3.13268
1982-01-22,3.12412
1982-01-29,3.12122
1982-02-05,3.12218
1982-02-12,3.12468
1982-02-19,3.12693
1982-02-26,3.12753
1982-03-05,3.12560
1982-03-12,3.12147
1982-03-19,3.11555
1982-03-26,3.10864
1982-04-02,3.10122
1982-04-09,3.09387
1982-04-16,3.08601
1982-04-23,3.07751
1982-04-30,3.06725
1982-05-07,3.05466
1982-05-14,3.03950
1982-05-21,3.02176
1982-05-28,3.00221
1982-06-04,2.98181
1982-06-11,2.96240
1982-06-18,2.94497
1982-06-25,2.93048
1982-07-02,2.91899
1982-07-09,2.90983
1982-07-16,2.90074
1982-07-23,2.89029
1982-07-30,2.87564
1982-08-06,2.85468
1982-08-13,2.82620
1982-08-20,2.78888
1982-08-27,2.74254
1982-09-03,2.68774
1982-09-10,2.62644
1982-09-17,2.55991
1982-09-24,2.49005
1982-10-01,2.41816
1982-10-08,2.34527
1982-10-15,2.27139
1982-10-22,2.19737
1982-10-29,2.12209
1982-11-05,2.04492
1982-11-12,1.96609
1982-11-19,1.88397
1982-11-26,1.79878
1982-12-03,1.71059
1982-12-10,1.62060
1982-12-17,1.52967
1982-12-24,1.43938
1982-12-31,1.35112
1983-01-07,1.26629
1983-01-14,1.18550
1983-01-21,1.11012
1983-01-28,1.03943
1983-02-04,0.97299
1983-02-11,0.91047
1983-02-18,0.84973
1983-02-25,0.78990
1983-03-04,0.72976
1983-03-11,0.66884
1983-03-18,0.60705
1983-03-25,0.54493
1983-04-01,0.48334
1983-04-08,0.42351
1983-04-15,0.36662
1983-04-22,0.31434
1983-04-29,0.26703
1983-05-06,0.22544
1983-05-13,0.19023
1983-05-20,0.16086
1983-05-27,0.13761
1983-06-03,0.12021
1983-06-10,0.10873
1983-06-17,0.10310
1983-06-24,0.10332
1983-07-01,0.10949
1983-07-08,0.12170
1983-07-15,0.13958
1983-07-22,0.16316
1983-07-29,0.19132
1983-08-05,0.22345
1983-08-12,0.25817
1983-08-19,0.29438
1983-08-26,0.33069
1983-09-02,0.36580
1983-09-09,0.39881
1983-09-16,0.42855
1983-09-23,0.45437
1983-09-30,0.47571
1983-10-07,0.49229
1983-10-14,0.50368
1983-10-21,0.51039
1983-10-28,0.51189
1983-11-04,0.50867
1983-11-11,0.50069
1983-11-18,0.48835
1983-11-25,0.47195
1983-12-02,0.45191
1983-12-09,0.42868
1983-12-16,0.40272
1983-12-23,0.37444
1983-12-30,0.34398
1984-01-06,0.31160
1984-01-13,0.27720
1984-01-20,0.24128
1984-01-27,0.20359
1984-02-03,0.16493
1984-02-10,0.12564
1984-02-17,0.08691
1984-02-24,0.04985
1984-03-02,0.01585
1984-03-09,-0.01378
1984-03-16,-0.03782
1984-03-23,-0.05536
1984-03-30,-0.06589
1984-04-06,-0.06917
1984-04-13,-0.06548
1984-04-20,-0.05514
1984-04-27,-0.03888
1984-05-04,-0.01693
1984-05-11,0.00953
1984-05-18,0.04092
1984-05-25,0.07692
1984-06-01,0.11754
1984-06-08,0.16275
1984-06-15,0.21221
1984-06-22,0.26534
1984-06-29,0.32134
1984-07-06,0.37903
1984-07-13,0.43680
1984-07-20,0.49301
1984-07-27,0.54558
1984-08-03,0.59296
1984-08-10,0.63317
1984-08-17,0.66584
1984-08-24,0.69038
1984-08-31,0.70686
1984-09-07,0.71581
1984-09-14,0.71804
1984-09-21,0.71439
1984-09-28,0.70591
1984-10-05,0.69333
1984-10-12,0.67739
1984-10-19,0.65835
1984-10-26,0.63588
1984-11-02,0.60949
1984-11-09,0.57871
1984-11-16,0.54301
1984-11-23,0.50227
1984-11-30,0.45668
1984-12-07,0.40703
1984-12-14,0.35458
1984-12-21,0.30101
1984-12-28,0.24820
1985-01-04,0.19811
1985-01-11,0.15283
1985-01-18,0.11399
1985-01-25,0.08239
1985-02-01,0.05851
1985-02-08,0.04260
1985-02-15,0.03410
1985-02-22,0.03242
1985-03-01,0.03679
1985-03-08,0.04637
1985-03-15,0.06010
1985-03-22,0.07693
1985-03-29,0.09578
1985-04-05,0.11536
1985-04-12,0.13416
1985-04-19,0.15095
1985-04-26,0.16370
1985-05-03,0.17092
1985-05-10,0.17132
1985-05-17,0.16361
1985-05-24,0.14719
1985-05-31,0.12200
1985-06-07,0.08864
1985-06-14,0.04850
1985-06-21,0.00342
1985-06-28,-0.04447
1985-07-05,-0.09282
1985-07-12,-0.13970
1985-07-19,-0.18315
1985-07-26,-0.22208
1985-08-02,-0.25569
1985-08-09,-0.28362
1985-08-16,-0.30636
1985-08-23,-0.32431
1985-08-30,-0.33807
1985-09-06,-0.34813
1985-09-13,-0.35476
1985-09-20,-0.35815
1985-09-27,-0.35838
1985-10-04,-0.35541
1985-10-11,-0.34946
1985-10-18,-0.34048
1985-10-25,-0.32903
1985-11-01,-0.31567
1985-11-08,-0.30102
1985-11-15,-0.28618
1985-11-22,-0.27185
1985-11-29,-0.25871
1985-12-06,-0.24725
1985-12-13,-0.23740
1985-12-20,-0.22902
1985-12-27,-0.22146
1986-01-03,-0.21385
1986-01-10,-0.20552
1986-01-17,-0.19497
1986-01-24,-0.18182
1986-01-31,-0.16587
1986-02-07,-0.14708
1986-02-14,-0.12614
1986-02-21,-0.10423
1986-02-28,-0.08283
1986-03-07,-0.06374
1986-03-14,-0.04821
1986-03-21,-0.03801
1986-03-28,-0.03381
1986-04-04,-0.03615
1986-04-11,-0.04461
1986-04-18,-0.05749
1986-04-25,-0.07350
1986-05-02,-0.08978
1986-05-09,-0.10315
1986-05-16,-0.11159
1986-05-23,-0.11269
1986-05-30,-0.10522
1986-06-06,-0.08918
1986-06-13,-0.06498
1986-06-20,-0.03478
1986-06-27,-0.00116
1986-07-04,0.03301
1986-07-11,0.06472
1986-07-18,0.09183
1986-07-25,0.11210
1986-08-01,0.12447
1986-08-08,0.12914
1986-08-15,0.12592
1986-08-22,0.11581
1986-08-29,0.10025
1986-09-05,0.08079
1986-09-12,0.05941
1986-09-19,0.03759
1986-09-26,0.01660
1986-10-03,-0.00273
1986-10-10,-0.01997
1986-10-17,-0.03484
1986-10-24,-0.04672
1986-10-31,-0.05551
1986-11-07,-0.06077
1986-11-14,-0.06278
1986-11-21,-0.06154
1986-11-28,-0.05771
1986-12-05,-0.05218
1986-12-12,-0.04578
1986-12-19,-0.03962
1986-12-26,-0.03473
1987-01-02,-0.03218
1987-01-09,-0.03228
1987-01-16,-0.03613
1987-01-23,-0.04334
1987-01-30,-0.05387
1987-02-06,-0.06727
1987-02-13,-0.08284
1987-02-20,-0.10032
1987-02-27,-0.11948
1987-03-06,-0.14011
1987-03-13,-0.16197
1987-03-20,-0.18466
1987-03-27,-0.20756
1987-04-03,-0.22987
1987-04-10,-0.25018
1987-04-17,-0.26735
1987-04-24,-0.28044
1987-05-01,-0.28854
1987-05-08,-0.29141
1987-05-15,-0.28914
1987-05-22,-0.28210
1987-05-29,-0.27124
1987-06-05,-0.25837
1987-06-12,-0.24509
1987-06-19,-0.23315
1987-06-26,-0.22439
1987-07-03,-0.21997
1987-07-10,-0.22088
1987-07-17,-0.22742
1987-07-24,-0.23924
1987-07-31,-0.25534
1987-08-07,-0.27437
1987-08-14,-0.29399
1987-08-21,-0.31199
1987-08-28,-0.32586
