,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
05/20/2000,234599,83.9,280000,285000,1800077,90.1,1998000,1999500,1.4,1.6,124674680
05/27/2000,239836,85.6,280000,282250,1776119,89.4,1987000,1989500,1.4,1.6,124674680
06/03/2000,242991,83.9,290000,281500,1849401,91.6,2019000,1996500,1.5,1.6,124674680
06/10/2000,267752,94.2,284000,283500,1836042,90.9,2020000,2006000,1.5,1.6,124674680
06/17/2000,265617,90.4,294000,287000,1869730,91.6,2041000,2016750,1.5,1.6,124674680
06/24/2000,273344,92.3,296000,291000,1876056,92.3,2033000,2028250,1.5,1.6,124674680
07/01/2000,280979,99.9,281000,288750,1862788,90.8,2052000,2036500,1.5,1.6,125333709
07/08/2000,363793,124.1,293000,291000,2140632,102,2099000,2056250,1.7,1.7,125333709
07/15/2000,377982,124.6,303000,293250,2158335,101.7,2122000,2076500,1.7,1.7,125333709
07/22/2000,296255,98.7,300000,294250,2009764,97.1,2070000,2085750,1.6,1.7,125333709
07/29/2000,253466,85,298000,298500,1999953,95.9,2085000,2094000,1.6,1.7,125333709
08/05/2000,266151,87,306000,301750,1966461,93.8,2096000,2093250,1.6,1.7,125333709
08/12/2000,261358,82.9,315000,304750,1972344,93.5,2109000,2090000,1.6,1.7,125333709
08/19/2000,251844,79.3,318000,309250,1956668,91.2,2145000,2108750,1.6,1.7,125333709
08/26/2000,239030,76.7,312000,312750,1905264,89.9,2119000,2117250,1.5,1.7,125333709
09/02/2000,242375,80.4,301000,311500,1836897,84.7,2169000,2135500,1.5,1.7,125333709
09/09/2000,229954,74.4,309000,310000,1854756,86.7,2139000,2143000,1.5,1.7,125333709
09/16/2000,245991,79.1,311000,308250,1759993,83.2,2115000,2135500,1.4,1.7,125333709
09/23/2000,222219,77.1,288000,302250,1726654,82.3,2098000,2130250,1.4,1.7,125333709
09/30/2000,227249,77.7,292000,300000,1699344,81.8,2077000,2107250,1.4,1.7,125333709
10/07/2000,292784,94.9,309000,300000,1723497,80.8,2133000,2105750,1.4,1.7,126084568
10/14/2000,255082,85.2,299000,297000,1788584,84.2,2124000,2108000,1.4,1.7,126084568
10/21/2000,263445,89.2,295000,298750,1753464,84.2,2082000,2104000,1.4,1.7,126084568
10/28/2000,269489,89.5,301000,301000,1822289,85.7,2126000,2116250,1.4,1.7,126084568
11/04/2000,342414,103.4,331000,306500,1774889,84.1,2110000,2110500,1.4,1.7,126084568
11/11/2000,294727,92.7,318000,311250,1972938,91.3,2161000,2119750,1.6,1.7,126084568
11/18/2000,374160,112.7,332000,320500,1898521,83.3,2279000,2169000,1.5,1.8,126084568
11/25/2000,321859,90.3,356000,334250,2394176,104.3,2295000,2211250,1.9,1.8,126084568
12/02/2000,447262,132.5,338000,336000,2211195,99.2,2229000,2241000,1.8,1.8,126084568
12/09/2000,390088,121.4,321000,336750,2315331,102.3,2263000,2266500,1.8,1.8,126084568
12/16/2000,402476,113.7,354000,342250,2356340,101.5,2322000,2277250,1.9,1.8,126084568
12/23/2000,481720,132.5,364000,344250,2525315,107.9,2340000,2288500,2,1.9,126084568
12/30/2000,568973,161.1,353000,348000,2983919,125.5,2378000,2325750,2.4,1.9,126084568
01/06/2001,558768,165.7,337000,352000,3067097,130.1,2357000,2349250,2.4,1.9,126843537
01/13/2001,599562,188.3,318000,343000,2833258,119.7,2367000,2360500,2.2,1.9,126843537
01/20/2001,398188,116.1,343000,337750,3048535,126,2419000,2380250,2.4,1.9,126843537
01/27/2001,447386,123.5,362000,340000,2950004,120.9,2440000,2395750,2.3,1.9,126843537
02/03/2001,424696,113.1,376000,349750,3052109,122.6,2489000,2428750,2.4,2,126843537
02/10/2001,396151,108.4,365000,361500,2936361,120.6,2435000,2445750,2.3,1.9,126843537
02/17/2001,345841,96.6,358000,365250,3003753,119.4,2516000,2470000,2.4,2,126843537
02/24/2001,357591,92.7,386000,371250,3016843,120.4,2506000,2486500,2.4,2,126843537
03/03/2001,379286,98.8,384000,373250,3049224,119.2,2558000,2503750,2.4,2,126843537
03/10/2001,377210,96.1,393000,380250,2966369,116,2557000,2534250,2.3,2,126843537
03/17/2001,351497,89.5,393000,389000,2984895,114.6,2605000,2556500,2.4,2.1,126843537
03/24/2001,334747,88.6,378000,387000,2860911,110.6,2587000,2576750,2.3,2,126843537
03/31/2001,328576,84.6,388000,388000,2844860,108.6,2620000,2592250,2.2,2.1,126843537
04/07/2001,397282,99.8,398000,389250,2672762,103.5,2582000,2598500,2.1,2,127491051
04/14/2001,346981,90.5,383000,386750,2840579,103.6,2742000,2632750,2.2,2.2,127491051
04/21/2001,369745,92.4,400000,392250,2709206,99,2737000,2670250,2.1,2.1,127491051
04/28/2001,353831,87.2,406000,396750,2670426,97.9,2728000,2697250,2.1,2.1,127491051
05/05/2001,336319,88.2,381000,392500,2551534,93.4,2732000,2734750,2,2.1,127491051
05/12/2001,331765,85.1,390000,394250,2611965,93.3,2800000,2749250,2,2.2,127491051
05/19/2001,338374,84.1,402000,394750,2562318,90.9,2819000,2769750,2,2.2,127491051
05/26/2001,346231,85.4,405000,394500,2616172,89.4,2926000,2819250,2.1,2.3,127491051
06/02/2001,335765,82.6,406000,400750,2680033,91.8,2919000,2866000,2.1,2.3,127491051
06/09/2001,397015,96.7,411000,406000,2685697,91.1,2948000,2903000,2.1,2.3,127491051
06/16/2001,354526,89.9,394000,404000,2703845,92,2939000,2933000,2.1,2.3,127491051
06/23/2001,351770,92.4,381000,398000,2731320,91.9,2972000,2944500,2.1,2.3,127491051
06/30/2001,375885,95.3,394000,395000,2665672,90.1,2959000,2954500,2.1,2.3,127491051
07/07/2001,526826,131.3,401000,392500,3093737,101,3063000,2983250,2.4,2.4,128116562
07/14/2001,524139,129.3,405000,395250,3101591,102.4,3029000,3005750,2.4,2.4,128116562
07/21/2001,406038,102,398000,399500,2900831,97.5,2975000,3006500,2.3,2.3,128116562
07/28/2001,332957,85.9,388000,398000,2937020,96.1,3056000,3030750,2.3,2.4,128116562
08/04/2001,341660,85.3,401000,398000,2897604,94.1,3079000,3034750,2.3,2.4,128116562
08/11/2001,333042,84.5,394000,395250,2928424,93.7,3125000,3058750,2.3,2.4,128116562
08/18/2001,317046,78.9,402000,396250,2855016,91.7,3113000,3093250,2.2,2.4,128116562
08/25/2001,307850,78,395000,398000,2859180,90.4,3163000,3120000,2.2,2.5,128116562
09/01/2001,319016,79.3,402000,398250,2740783,85.3,3213000,3153500,2.1,2.5,128116562
09/08/2001,309567,75.9,408000,401750,2793972,87.4,3197000,3171500,2.2,2.5,128116562
09/15/2001,317245,80.4,395000,400000,2703020,84.1,3214000,3196750,2.1,2.5,128116562
09/22/2001,353611,78.1,453000,414500,2737709,82.9,3302000,3231500,2.1,2.6,128116562
09/29/2001,400400,77.5,517000,443250,2796316,82.6,3385000,3274500,2.2,2.6,128116562
10/06/2001,441754,92.8,476000,460250,2797405,81.5,3432000,3333250,2.2,2.7,128507448
10/13/2001,426881,88.5,482000,482000,2964702,84.2,3521000,3410000,2.3,2.7,128507448
10/20/2001,429542,89.2,482000,489250,3030241,85.2,3557000,3473750,2.4,2.8,128507448
10/27/2001,436901,90.4,483000,480750,3092575,85.9,3600000,3527500,2.4,2.8,128507448
11/03/2001,443971,101,440000,471750,3181759,88,3616000,3573500,2.5,2.8,128507448
11/10/2001,456366,106.6,428000,458250,3180486,87.7,3627000,3600000,2.5,2.8,128507448
11/17/2001,420259,97.4,431000,445500,3141998,82.9,3790000,3658250,2.4,2.9,128507448
11/24/2001,438893,89.3,491000,447500,3721973,103.6,3593000,3656500,2.9,2.8,128507448
12/01/2001,605916,130.4,465000,453750,3626565,100.2,3619000,3657250,2.8,2.8,128507448
12/08/2001,491836,125,393000,445000,3665759,101.1,3626000,3657000,2.9,2.8,128507448
12/15/2001,440906,113.3,389000,434500,3734892,102.7,3637000,3618750,2.9,2.8,128507448
12/22/2001,529570,127.3,416000,415750,3619326,100.8,3591000,3618250,2.8,2.8,128507448
12/29/2001,647045,153.7,421000,404750,4228206,121.7,3474000,3582000,3.3,2.7,128507448
01/05/2002,637343,160.4,397000,405750,4685080,130.6,3587000,3572250,3.6,2.8,128673493
01/12/2002,799246,191.3,418000,413000,4290623,122.6,3500000,3538000,3.3,2.7,128673493
01/19/2002,558297,137.9,405000,410250,4325313,121.6,3557000,3529500,3.4,2.8,128673493
01/26/2002,431690,104.2,414000,408500,4262481,119.8,3558000,3550500,3.3,2.8,128673493
02/02/2002,445552,110.2,404000,410250,4347221,122.9,3537000,3538000,3.4,2.7,128673493
02/09/2002,438611,110.4,397000,405000,4238337,119,3562000,3553500,3.3,2.8,128673493
02/16/2002,376573,94.8,397000,403000,4270421,119.3,3580000,3559250,3.3,2.8,128673493
02/23/2002,367504,92.3,398000,399000,4234460,119.7,3538000,3554250,3.3,2.7,128673493
03/02/2002,385272,98.4,392000,396000,4259454,119.4,3567000,3561750,3.3,2.8,128673493
03/09/2002,386992,97,399000,396500,4109695,115.2,3567000,3563000,3.2,2.8,128673493
03/16/2002,352045,89.9,392000,395250,4133800,114.9,3598000,3567500,3.2,2.8,128673493
03/23/2002,366372,88.3,415000,399500,3962242,110.1,3599000,3582750,3.1,2.8,128673493
03/30/2002,386296,80.7,479000,421250,4061959,109.1,3723000,3621750,3.2,2.9,128673493
04/06/2002,432384,97.2,445000,432750,3851621,103.2,3732000,3663000,3,2.9,128463889
04/13/2002,428834,97.1,442000,445250,3788429,103.8,3650000,3676000,2.9,2.8,128463889
04/20/2002,385151,92.6,416000,445500,3641561,99.1,3675000,3695000,2.8,2.9,128463889
04/27/2002,367350,88.8,414000,429250,3633702,98.2,3700000,3689250,2.8,2.9,128463889
05/04/2002,362681,88.6,409000,420250,3470968,93.5,3712000,3684250,2.7,2.9,128463889
05/11/2002,358286,86.7,413000,413000,3483300,93.4,3729000,3704000,2.7,2.9,128463889
05/18/2002,348887,84.8,411000,411750,3373492,91.3,3695000,3709000,2.6,2.9,128463889
05/25/2002,346439,85.9,403000,409000,3325982,89.6,3712000,3712000,2.6,2.9,128463889
06/01/2002,309183,81.9,378000,401250,3356032,91.6,3664000,3700000,2.6,2.9,128463889
06/08/2002,378613,97.7,388000,395000,3364030,91.4,3681000,3688000,2.6,2.9,128463889
06/15/2002,356096,90,396000,391250,3315777,92,3604000,3665250,2.6,2.8,128463889
06/22/2002,358959,92.5,388000,387500,3340273,91.8,3639000,3647000,2.6,2.8,128463889
06/29/2002,358658,93,386000,389500,3218111,89.7,3588000,3628000,2.5,2.8,128463889
07/06/2002,456716,116.7,391000,390250,3568069,100.4,3554000,3596250,2.8,2.8,127943752
07/13/2002,506718,131.9,384000,387250,3589337,102.7,3495000,3569000,2.8,2.7,127943752
07/20/2002,394586,104.1,379000,385000,3403334,98,3473000,3527500,2.7,2.7,127943752
07/27/2002,338441,86.7,390000,386000,3361794,96.2,3495000,3504250,2.6,2.7,127943752
08/03/2002,326356,84.2,388000,385250,3309272,94.6,3498000,3490250,2.6,2.7,127943752
08/10/2002,332673,85.5,389000,386500,3272880,93.9,3485000,3487750,2.6,2.7,127943752
08/17/2002,313869,78.6,399000,391500,3258658,92.3,3531000,3502250,2.5,2.8,127943752
08/24/2002,314852,79.1,398000,393500,3193748,90.7,3521000,3508750,2.5,2.8,127943752
08/31/2002,310864,78.8,394000,395000,3052551,86,3549000,3521500,2.4,2.8,127943752
09/07/2002,318361,76.6,416000,401750,3107849,88,3532000,3533250,2.4,2.8,127943752
09/14/2002,337577,81.9,412000,405000,3013696,84.8,3554000,3539000,2.4,2.8,127943752
09/21/2002,317264,79.2,401000,405750,2988181,83.5,3579000,3553500,2.3,2.8,127943752
09/28/2002,319063,78,409000,409500,2954225,83.1,3555000,3555000,2.3,2.8,127943752
10/05/2002,365613,90.5,404000,406500,2974814,82.2,3619000,3576750,2.3,2.8,127388117
10/12/2002,385689,95.3,405000,404750,2967513,84.1,3529000,3570500,2.3,2.8,127388117
10/19/2002,349927,85,412000,407500,3021815,85.9,3518000,3555250,2.4,2.8,127388117
10/26/2002,375591,91.8,409000,407500,3059193,86,3557000,3555750,2.4,2.8,127388117
11/02/2002,397346,98.2,405000,407750,3137165,88.2,3557000,3540250,2.5,2.8,127388117
11/09/2002,427078,106.8,400000,406500,3100218,87.6,3539000,3542750,2.4,2.8,127388117
11/16/2002,372829,95.8,389000,400750,3263052,94.9,3438000,3522750,2.6,2.7,127388117
11/23/2002,436549,112,390000,396000,3106044,89.4,3474000,3502000,2.4,2.7,127388117
11/30/2002,385788,102.2,377000,389000,3618507,106.3,3404000,3463750,2.8,2.7,127388117
12/07/2002,547430,128.8,425000,395250,3543993,100.2,3537000,3463250,2.8,2.8,127388117
12/14/2002,486258,113.3,429000,405250,3630381,103.8,3497000,3478000,2.8,2.7,127388117
12/21/2002,483449,122.7,394000,406250,3428329,99.8,3435000,3468250,2.7,2.7,127388117
12/28/2002,620929,151.7,409000,414250,4081930,117.9,3462000,3482750,3.2,2.7,127388117
01/04/2003,620004,157.7,393000,406250,4486870,130.5,3438000,3458000,3.5,2.7,126949730
01/11/2003,724111,191.6,378000,393500,4123632,121.7,3388000,3430750,3.2,2.7,126949730
01/18/2003,542563,135,402000,395500,4068516,121.2,3357000,3411250,3.2,2.6,126949730
01/25/2003,434888,106.9,407000,395000,4149700,119.4,3475000,3414500,3.3,2.7,126949730
02/01/2003,449286,108.7,413000,400000,4148823,123.2,3368000,3397000,3.3,2.7,126949730
02/08/2003,439520,112.7,390000,403000,4089677,118.3,3457000,3414250,3.2,2.7,126949730
02/15/2003,398291,94.9,420000,407500,4089902,119.5,3423000,3430750,3.2,2.7,126949730
02/22/2003,387536,92,421000,411000,4192955,119.8,3500000,3437000,3.3,2.8,126949730
03/01/2003,429782,98.6,436000,416750,4191412,119.9,3496000,3469000,3.3,2.8,126949730
03/08/2003,414568,97.8,424000,425250,4096551,115.1,3559000,3494500,3.2,2.8,126949730
03/15/2003,389909,90.7,430000,427750,4067954,115.3,3528000,3520750,3.2,2.8,126949730
03/22/2003,361492,88,411000,425250,3939370,109.9,3585000,3542000,3.1,2.8,126949730
03/29/2003,371692,85.3,436000,425250,3875224,109.6,3536000,3552000,3.1,2.8,126949730
04/05/2003,394160,94.5,417000,423500,3701064,103.3,3583000,3558000,2.9,2.8,126632357
04/12/2003,434911,100.3,434000,424500,3736748,104.2,3586000,3572500,3,2.8,126632357
04/19/2003,399180,88.8,450000,434250,3652316,99.4,3674000,3594750,2.9,2.9,126632357
04/26/2003,401342,90.4,444000,436250,3621018,98.5,3676000,3629750,2.9,2.9,126632357
05/03/2003,377383,88.2,428000,439000,3502794,93.9,3730000,3666500,2.8,2.9,126632357
05/10/2003,364287,87.4,417000,434750,3459502,93.4,3704000,3696000,2.7,2.9,126632357
05/17/2003,362276,85.2,425000,428500,3400384,91.5,3716000,3706500,2.7,2.9,126632357
05/24/2003,359500,85.9,419000,422250,3297674,89.8,3672000,3705500,2.6,2.9,126632357
05/31/2003,351890,81.6,431000,423000,3438524,91.1,3774000,3716500,2.7,3,126632357
06/07/2003,421190,98.2,429000,426000,3376503,91.7,3682000,3711000,2.7,2.9,126632357
06/14/2003,383371,91,421000,425000,3396155,91.9,3695000,3705750,2.7,2.9,126632357
06/21/2003,376560,92.3,408000,422250,3392668,91.9,3692000,3710750,2.7,2.9,126632357
06/28/2003,394214,91.9,429000,421750,3330104,89.1,3737000,3701500,2.6,3,126632357
07/05/2003,483401,111.7,433000,422750,3627409,100,3627000,3687750,2.9,2.9,126541290
07/12/2003,552621,134,412000,420500,3692996,102.6,3599000,3663750,2.9,2.8,126541290
07/19/2003,429381,106.6,403000,419250,3541796,98.6,3592000,3638750,2.8,2.8,126541290
07/26/2003,348382,87.6,398000,411500,3508332,96.2,3647000,3616250,2.8,2.9,126541290
08/02/2003,333770,83.2,401000,403500,3417741,94.9,3601000,3609750,2.7,2.8,126541290
08/09/2003,348207,86.2,404000,401500,3379961,94,3596000,3609000,2.7,2.8,126541290
08/16/2003,312087,78.5,398000,400250,3343254,92.8,3603000,3611750,2.6,2.8,126541290
08/23/2003,313058,80.1,391000,398500,3252130,91,3574000,3593500,2.6,2.8,126541290
08/30/2003,319362,78.5,407000,400000,3120553,86.5,3608000,3595250,2.5,2.9,126541290
09/06/2003,322501,76.5,422000,404500,3173450,88.2,3598000,3595750,2.5,2.8,126541290
09/13/2003,328414,83.3,394000,403500,3039387,85.4,3559000,3584750,2.4,2.8,126541290
09/20/2003,301217,79.5,379000,400500,3006347,83.8,3588000,3588250,2.4,2.8,126541290
09/27/2003,304968,78.8,387000,395500,2964170,83.3,3558000,3575750,2.3,2.8,126541290
10/04/2003,337880,87.5,386000,386500,2949032,82.6,3570000,3568750,2.3,2.8,126428924
10/11/2003,368876,98.1,376000,382000,2895596,83.5,3468000,3546000,2.3,2.7,126428924
10/18/2003,328572,84.9,387000,384000,2994670,86.4,3466000,3515500,2.4,2.7,126428924
10/25/2003,352117,93,379000,382000,2952618,85.8,3441000,3486250,2.3,2.7,126428924
11/01/2003,345573,95.3,363000,376250,3025662,88.3,3427000,3450500,2.4,2.7,126428924
11/08/2003,397387,107,371000,375000,2996756,87.1,3441000,3443750,2.4,2.7,126428924
11/15/2003,347719,94.1,370000,370750,3137692,94.2,3331000,3410000,2.5,2.6,126428924
11/22/2003,397990,112.5,354000,364500,2949992,88.4,3337000,3384000,2.3,2.6,126428924
11/29/2003,357811,100.1,357000,363000,3397952,102,3331000,3360000,2.7,2.6,126428924
12/06/2003,486202,132.3,367000,362000,3287681,99.1,3318000,3329250,2.6,2.6,126428924
12/13/2003,412627,113.7,363000,360250,3393846,104.4,3251000,3309250,2.7,2.6,126428924
12/20/2003,424192,119.8,354000,360250,3247595,99.8,3254000,3288500,2.6,2.6,126428924
12/27/2003,516493,147.8,349000,358250,3730752,114.5,3258000,3270250,3,2.6,126428924
01/03/2004,552815,155.4,356000,355500,4150431,130.2,3188000,3237750,3.3,2.5,126250343
01/10/2004,677897,191.5,354000,353250,3851300,122.1,3154000,3213500,3.1,2.5,126250343
01/17/2004,490763,135.6,362000,355250,3798519,121,3139000,3184750,3,2.5,126250343
01/24/2004,382262,108.3,353000,356250,3773316,120.1,3142000,3155750,3,2.5,126250343
01/31/2004,406298,108.1,376000,361250,3850990,123.5,3118000,3138250,3.1,2.5,126250343
02/07/2004,433234,114.1,380000,367750,3776188,118.8,3179000,3144500,3,2.5,126250343
02/14/2004,341634,96,356000,366250,3729369,119.1,3131000,3142500,3,2.5,126250343
02/21/2004,328171,91.3,359000,367750,3738056,120.9,3092000,3130000,3,2.4,126250343
02/28/2004,342140,98.4,348000,360750,3674294,120.2,3057000,3114750,2.9,2.4,126250343
03/06/2004,339007,98.5,344000,351750,3551292,115.6,3072000,3088000,2.8,2.4,126250343
03/13/2004,312067,92.2,338000,347250,3513900,115.6,3040000,3065250,2.8,2.4,126250343
03/20/2004,304462,87.9,346000,344000,3385174,110.4,3066000,3058750,2.7,2.4,126250343
03/27/2004,296776,87.3,340000,342000,3310942,110.1,3007000,3046250,2.6,2.4,126250343
04/03/2004,304249,90.8,335000,339750,3112845,104.1,2990000,3025750,2.5,2.4,126084041
04/10/2004,350739,98.8,355000,344000,3143186,104,3022000,3021250,2.5,2.4,126084041
04/17/2004,334965,92,364000,348500,3037412,100.2,3031000,3012500,2.4,2.4,126084041
04/24/2004,313686,92.4,339000,348250,2915357,98.5,2960000,3000750,2.3,2.3,126084041
05/01/2004,283236,87.3,324000,345500,2836423,94.6,2998000,3002750,2.2,2.4,126084041
05/08/2004,292754,88.9,329000,339000,2772073,93.1,2978000,2991750,2.2,2.4,126084041
05/15/2004,297061,85,349000,335250,2734768,91.9,2976000,2978000,2.2,2.4,126084041
05/22/2004,293974,85.9,342000,336000,2702892,89.8,3010000,2990500,2.1,2.4,126084041
05/29/2004,304067,90.3,337000,339250,2633372,90.3,2916000,2970000,2.1,2.3,126084041
06/05/2004,308229,86.8,355000,345750,2674791,91.5,2923000,2956250,2.1,2.3,126084041
06/12/2004,313930,92.5,339000,343250,2733296,91.4,2990000,2959750,2.2,2.4,126084041
06/19/2004,322481,91,354000,346250,2720586,91.5,2973000,2950500,2.2,2.4,126084041
06/26/2004,318746,91.5,348000,349000,2741743,94,2917000,2950750,2.2,2.3,126084041
07/03/2004,349920,107.2,326000,341750,2720765,92.3,2948000,2957000,2.2,2.3,126088081
07/10/2004,444531,128.8,345000,343250,2894749,101.5,2852000,2922500,2.3,2.3,126088081
07/17/2004,394372,111.2,355000,343500,2938264,99.4,2956000,2918250,2.3,2.3,126088081
07/24/2004,313225,90.1,348000,343500,2814264,95.9,2935000,2922750,2.2,2.3,126088081
07/31/2004,282128,82.8,341000,347250,2755374,95.2,2894000,2909250,2.2,2.3,126088081
08/07/2004,291611,86.9,336000,345000,2732802,93.6,2920000,2926250,2.2,2.3,126088081
08/14/2004,262936,79.2,332000,339250,2692183,93.2,2889000,2909500,2.1,2.3,126088081
08/21/2004,274433,80.1,343000,338000,2614899,90.9,2877000,2895000,2.1,2.3,126088081
08/28/2004,276308,78.6,352000,340750,2580150,89.6,2880000,2891500,2,2.3,126088081
09/04/2004,274930,84.3,326000,338250,2455140,85.5,2872000,2879500,1.9,2.3,126088081
09/11/2004,250568,75.7,331000,338000,2475605,86.1,2875000,2876000,2,2.3,126088081
09/18/2004,275846,80.8,341000,337500,2397828,83.7,2865000,2873000,1.9,2.3,126088081
09/25/2004,282729,80.5,351000,337250,2368048,83.4,2839000,2862750,1.9,2.3,126088081
10/02/2004,279591,83.5,335000,339500,2320254,82.9,2799000,2844500,1.8,2.2,126276799
10/09/2004,338711,100.1,338000,341250,2293444,82.7,2773000,2819000,1.8,2.2,126276799
10/16/2004,279846,85.5,327000,337750,2402533,86.4,2781000,2798000,1.9,2.2,126276799
10/23/2004,317573,94,338000,334500,2371518,85.5,2774000,2781750,1.9,2.2,126276799
10/30/2004,305546,92.1,332000,333750,2434394,88.1,2763000,2772750,1.9,2.2,126276799
11/06/2004,351404,106.4,330000,331750,2388670,86.4,2765000,2770750,1.9,2.2,126276799
11/13/2004,311901,92.6,337000,334250,2528643,93.4,2707000,2752250,2,2.1,126276799
11/20/2004,355954,113.7,313000,328000,2331862,86.2,2705000,2735000,1.8,2.1,126276799
11/27/2004,320690,95.6,335000,328750,2880075,104.3,2761000,2734500,2.3,2.2,126276799
12/04/2004,473570,138.1,343000,332000,2684337,98.5,2725000,2724500,2.1,2.2,126276799
12/11/2004,370604,117.1,316000,326750,2820965,104.8,2692000,2720750,2.2,2.1,126276799
12/18/2004,374749,116.5,322000,329000,2712542,100.9,2688000,2716500,2.1,2.1,126276799
12/25/2004,446699,139.5,320000,325250,3025945,109.2,2771000,2719000,2.4,2.2,126276799
